Site name,PFPrA,PFBA,PFPeA,PFHxA,PFHpA,PFOA,PFNA,PFDA,PFU0A,PFDoDA,PFTrDA,PFTeDA,PFHxDA,PFOcDA,PFPrS,PFEtS,PFBS,PFPeS,PFHxS,PFHpS,PFOS,PFNS,PFDS,PFUdS,PFDoS,PFTrDS,FBSA,FHxSA,FHpSA,FOSA,FDSA,MeFBSA,MeFOSA,EtFOSA,FOSAA,MeFOSAA,EtFOSAA,3:3 Acid,4:3 Acid,5:3 Acid,7:3 Acid,6:2 FTCA,8:2 FTCA,10:2 FTCA,6:2 FTUCA,8:2 FTUCA,10:2 FTUCA,4:2 FTSA,6:2 FTSA,8:2 FTSA,10:2 FTSA,6:6 PFPi,6:8 PFPi,8:8 PFPi,PFHxPA,PFOPA,PFECHS,Gen-X,ADONA,6:2 Cl-PFESA,8:2 Cl-PFESA,PFMPA,PFMBA,"3,6-OPFHpA",PFEESA,PFHxSAm,PFOSAm,PFHxSAmS,PFOSAmS,PFOANO,PFOSNO,PFOAB,PFOSB,5:3 FTB,5:1:2 FTB,6:2 FTAB,Cl-PFOS
SORAM1,0,2.09,1.29,1.54,0.9,1.85,0.37,0.08,0,0,0,0,0,0,0.07,0,0.45,0.1,0.64,0.03,2.35,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SORAM2,0,2.39,1.33,1.71,1,2.06,0.4,0.09,0,0,0,0,0,0,0.08,0,0.52,0.13,0.73,0.04,2.78,0,0,0,0,0,0.09,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SORAM3,0,2.36,1.35,1.66,1.01,2.1,0.37,0.06,0,0,0,0,0,0,0.08,0,0.5,0.12,0.78,0.04,2.59,0,0,0,0,0,0.1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
SORAV1,0,2.38,1.32,1.46,0.9,1.75,0.35,0.07,0,0,0,0,0,0,0.06,0,0.45,0.09,0.61,0.03,2.28,0,0,0,0,0,0.05,0.03,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
SORAV2,0,2.35,1.53,1.69,1.06,2.04,0.37,0.06,0,0,0,0,0,0,0.07,0,0.5,0.12,0.75,0.03,2.58,0,0,0,0,0,0.09,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0
SORAV3,0,2.36,1.33,1.58,1.01,2.11,0.36,0.07,0,0,0,0,0,0,0.09,0,0.52,0.13,0.8,0.04,2.75,0,0,0,0,0,0.13,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
STA1,0,2.02,1.17,1.33,0.87,1.61,0.35,0.06,0,0,0,0,0,0,0.06,0,0.45,0.11,0.62,0.03,2.18,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
STA2,0,2.18,1.23,1.37,0.9,1.88,0.33,0.05,0,0,0,0,0,0,0.07,0,0.45,0.1,0.67,0.03,2.46,0,0,0,0,0,0.08,0.03,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
STA3,0,2.45,1.49,1.71,1.02,2.14,0.37,0.08,0,0,0,0,0,0,0.07,0,0.54,0.12,0.78,0.04,2.67,0,0,0,0,0,0.12,0.04,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
STM1,0,0.9,0.16,0.24,0.39,0.29,0.21,0.03,0,0,0,0,0,0,0,0,0.07,0,0.02,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STM2,0,2.43,1.35,1.55,1.03,1.93,0.33,0.06,0,0,0,0,0,0,0.07,0,0.56,0.1,0.74,0.04,2.45,0,0,0,0,0,0.1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
STM3,0,2.32,1.36,1.64,1,1.99,0.38,0.08,0,0,0,0,0,0,0.07,0,0.52,0.12,0.73,0.04,2.4,0,0,0,0,0,0.11,0.03,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCL1,0,2.53,1.36,1.77,1.03,2.37,0.41,0.08,0,0,0,0,0,0,0.08,0,0.52,0.12,0.81,0.05,3.03,0,0.01,0,0,0,0.11,0.04,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0
TCM1,0,1.12,0.41,0.46,0.5,0.54,0.25,0.04,0,0,0,0,0,0,0,0,0.16,0.01,0.09,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCM2,0,2.99,2.7,2.89,1.27,2.48,0.52,0.21,0.06,0,0,0,0,0,0.1,0,0.65,0.14,0.85,0.05,5.24,0,0.11,0,0,0,0.09,0.03,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0
TCM3,0,2.62,1.35,1.81,1.02,2.32,0.38,0.07,0,0,0,0,0,0,0.07,0,0.56,0.14,0.81,0.04,2.78,0,0,0,0,0,0.09,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRA1,0,1.97,0.97,1.18,0.81,1.36,0.3,0.06,0,0,0,0,0,0,0,0,0.41,0.06,0.46,0.03,1.57,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRA2,0,2.34,1.32,1.58,0.98,1.8,0.37,0.08,0,0,0,0,0,0,0.06,0,0.48,0.09,0.62,0.03,2.35,0,0.01,0,0,0,0.06,0.03,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
TRA3,0,2.51,1.44,1.65,0.97,2.14,0.37,0.06,0,0,0,0,0,0,0.07,0,0.54,0.14,0.8,0.04,3.06,0,0,0,0,0,0.11,0.04,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QC1,0,2.28,1.34,1.5,0.98,1.79,0.33,0.07,0,0,0,0,0,0,0.07,0,0.51,0.12,0.69,0.03,2.4,0,0,0,0,0,0.08,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QC2,0,3.94,1.27,1.6,0.87,2.15,0.4,0.1,0,0,0,0,0,0,0.07,0,0.43,0.11,0.67,0.04,2.89,0,0,0,0,0,0.06,0.03,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0
QC3,0,2.06,1.08,1.26,0.89,1.69,0.3,0.05,0,0,0,0,0,0,0.06,0,0.43,0.1,0.63,0.03,2.08,0,0,0,0,0,0.07,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
