Sample_ID,PFOA,PFNA,PFOS,PFBS,FBSA,PFHxA,PFHpA,PFHxPA,NADONA,FHxSA,Syn35,PFDA,PFDoA,Oak6,Oak10,Syn72,6_6PFPi,PFPrS,PFPeS,PFHxS,P4MOA,PFUdA,PFECHS,Syn45,9Cl-PF3ONS,Oak8,Syn32,11Cl-PF3OUDS,Syn53,4_2FTS,PFNS,SUM(PFAS)
ESC_1786_028,16.4,,8.3,2,,4.9,,5.3,,5.5,,,,,,,,,,8.4,,,,,,,,,,,,50.8
HIG_2322_016,5.6,,4.4,4.4,,8.1,3.7,,,,,,,,,,,,,,,,,,,,,,,,,26.3
HIL_2490_101,6.2,,4.4,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1
POL_2540_045,2.4,,1.7,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
POL_2542_047,8.1,,4.2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3
BRE_2430_084,2.9,,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7
POL_2534_039,5.3,,4.6,4.9,,4.1,4,,,,,,,,,,,,,4.3,,,,,,,,,,,,27.2
POL_2548_053,3.9,,2.5,2.7,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,11
DES_2485_008,3.1,,2.2,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2
STL_2624_026,7.9,,3.2,9.7,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,26.5
PIN_2494_135,5.5,,3.8,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8
WAK_2480_023,1.8,,2.1,1.2,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,7.7
POL_2334_029,2.2,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8
PAS_2332_030,3.4,,2.5,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1
VOL_2471_054,3.7,,2.4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
VOL_2338_051,2.2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
LAK_2328_046,6.6,,3.5,4.5,,11.1,3.9,,,,,,,,,,,,,,,,,,,,,,,,,29.5
VOL_2474_057,8.1,1.3,7.2,9.4,,9.4,5.2,,,,,,,,,,,,,5.2,,,,,,,,,,,,45.7
ORA_2456_079,10.3,2.3,11.4,10.1,,12.9,6.5,4.8,,,,,,,,,,,,6.9,,,,,,,,,,,,65.2
PIN_2603_142,20.7,25,85.2,21.6,6,61.3,33.7,77,,8.5,3.2,,,,,,,,13.1,126.3,11.6,6.3,,,,,,,,,,499.6
HIG_2589_027,3.9,,2.3,3.2,,3.9,3,,,,,,,,,,,,,,,,,,,,,,,,,16.2
BAY_2521_040,4.4,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
POL_2543_048,2.2,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
STJ_2617_074,3.9,,9.5,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
PIN_2605_144,7.7,3.9,8.9,6.6,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,34.9
PAL_2629_150,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
UNI_2619_010,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
BRE_2483_094,3,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,3.9
POL_2533_038,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
GAD_2386_007,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
WAK_2567_028,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
OSC_2560_031,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
PAS_2601_032,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
GUL_2391_015,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
JAC_2398_012,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3
ORA_2455_078,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
ESC_2439_059,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
CAH_2317_002,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
GUL_2319_010,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
WAS_2341_007,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
HIL_2444_096,2.2,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
HAM_2410_008,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
BAY_2572_045,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
LAK_2595_048,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
BAY_2520_039,3.7,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
HIG_2523_023,1.8,,,1.9,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,5.2
FLG_2487_025,3.2,,3,2.7,,4.9,,,,,,,,,,,,2.8,,,,,,,,,,,,,,16.7
FLG_2489_027,3.2,,2.7,3.2,,,,,,,,,,,,,,3.4,,4.4,,,,,,,,,,,,16.9
BRE_2432_086,3.1,,,4.7,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,10.9
HIL_2448_100,7.8,6.6,53.1,9.4,5.4,24.9,14.9,44.7,,4.3,,1.4,,,,,,4,11.1,59.9,,2,0.6,,,,,,,,,250.2
BRO_2315_065,5.9,,8.4,6.5,,9.6,6,,,,,1.2,,,,,,,,5.4,,,,,,,,,,,,43
BRE_2625_100,3.2,,4.2,2.3,,,,4.3,,,,,,,,,,,,6.4,,,,,,,,,,,,20.3
JAC_2397_011,3.5,,2.1,1.5,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,7.7
POL_2545_050,3.5,,2.1,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2
STJ_2616_073,2.2,,1.9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
BAY_2570_043,1.7,,3.4,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5
POL_2544_049,9,,3.6,8.5,,9.1,,,,,,,,,,,,,,6,,,,,,,,,,,,36.1
GUL_2622_031,1.9,,2.7,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
PIN_2604_143,4,1.8,16.6,3.2,,,4.4,,,,2.9,2.6,,,,,,,,4.7,,1.6,,,,,,,,,,41.9
ALC_2522_100,32.4,6.5,29,20.6,,43.6,20.3,7.3,,,4.7,5.1,,,,,,,,11.1,,,,,,,,,,,,180.8
HIG_2513_017,9.4,,3.9,8,,9.7,3.7,,,,,,,,,,,,,4.5,,,,,,,,,,,,39.2
PIN_2495_136,18.8,,5.5,9.4,,15.9,,,,,,,,,,,,,,7,,,,,,,,,,,,56.6
HIG_2516_020,7.2,,11,5.3,,8.8,6.7,8.1,,,,,,,,,,,,10.4,,,,,,,,,,,,57.4
WAK_2565_026,1.4,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
BAY_2519_038,3.8,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6
PUT_2506_016,2.9,,2.1,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3
HIL_2440_092,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
LAK_2504_047,4,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7
PIN_2493_134,5.2,,18.7,4.4,,10.3,4.5,,,,,,,,,,,,,5.6,,,,,,,,,,,,48.9
POL_2526_031,3.9,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
POL_2551_056,2.4,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9
HIL_2442_094,4,,2.9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9
OSC_2600_032,3.3,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6
HIG_2515_019,9,,8,11.3,,8.5,5,9.3,,,,,,,,,,,,8.8,,,,,,,,,,,,60
HIL_2443_095,7,,3.9,3.9,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,15.5
WAK_2406_020,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
LEO_2401_020,1.4,,,0.8,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,5.3
PIN_2496_137,5.4,,5.2,4.3,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,17.9
GUL_2393_017,2.5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
PUT_2511_021,2.6,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7
MTE_2329_049,1.9,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3
PAS_2621_034,1.9,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4
HIG_2524_024,2.9,,1.5,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
OSC_2525_030,3.7,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7
HIG_2514_018,7,,5.2,5.6,1.1,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,21.5
POL_2537_042,9.8,,4.3,7.4,,7.2,5,4.2,,,,,,,,,,,,4.5,,,,,,,,,,,,42.4
HIG_2320_014,2.5,,,2.3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,9.7
HIG_2321_015,7.3,,4.4,6.8,,8.1,4.4,,,,,,,,,,,,,,,,,,,,,,,,,31
WAK_2481_024,1.6,,2.6,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3
SAN_2459_044,2.1,,2.6,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9
ORA_2330_077,3.1,,,3.4,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,9.6
POL_2333_028,4.4,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8
VOL_2472_055,3.5,,2,3.8,,,,,,,,,,,,,,,,4.6,,,,,,,,,,,,13.9
VOL_2473_056,3.6,,3.1,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3
SEM_2463_026,5.2,,3.6,5.6,,8.8,5.2,,,,,,,,,,,,,4.6,,,,,,,,,,,,33
SEM_2464_027,7.7,,4.1,10,,5.8,5.1,,,,,,,,,,,,,,,,,,,,,,,,,32.7
VOL_2476_059,3.3,,2.3,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
ORA_2459_080,9.9,,8.4,8.7,,9.6,5.1,,,,,1.3,,,,,,,,7.2,,,,,,,,,,,,50.2
HIL_2446_098,3.1,,2.1,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8
HIL_2445_097,2.4,,2.2,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1
POL_2546_051,3.3,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7
ALC_2623_101,23.6,20,62.4,6.7,3,39,25.5,55.1,,14.3,,,,,,,,,,63.3,,1.3,,,,,,,,,,314.1
STJ_2615_072,2.9,,3.1,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5
