Sample_ID,PFOA,PFNA,PFOS,PFBS,FBSA,PFHxA,PFHpA,PFHxPA,NADONA,FHxSA,Syn35,PFDA,PFDoA,Oak6,Oak10,Syn72,6_6PFPi,PFPrS,PFPeS,PFHxS,P4MOA,PFUdA,PFECHS,Syn45,9Cl-PF3ONS,Oak8,Syn32,11Cl-PF3OUDS,Syn53,4_2FTS,PFNS,SUM(PFAS)
CLR_0222_010,7.9,1.5,4.2,6.1,,5.1,2.5,,,,,1.7,,,,,,,,,,,,,,,,,,,,28.9
CLR_0224_012,8.7,1.5,4.3,12.5,4.6,8.1,2.8,7.3,,,,1.7,,,,,,,,,,,,,,,,,,,,51.5
CLR_0448_015,7.6,1.2,2.9,4.6,,5.1,3.2,7.7,,,,,,,,,,,,,,,,,,,,,,,,32.3
CLR_0451_018,4.5,1.3,1.6,7,4.8,4.5,1.5,,,,,1.6,,,,,,,,,,,,,,,,,,,,26.8
CLR_0455_022,3.1,1.2,,1.9,,2.6,0.6,,,,,1.6,,,,,,,,,,,,,,,,,,,,10.9
CLR_0462_026,2.8,0.9,,1.9,,2.3,0.7,,,,,1.5,,,,,,,,,,,,,,,,,,,,10.1
CLR_0463_027,13.8,3.4,8.3,10.4,5.6,13.3,6.6,11,,,,2.8,,,,,,,,11.7,,1.1,,,,,,,,,,88.3
CLR_0476_038,2.1,1,,1.2,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,5.7
CLR_0806_043,1.5,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6
CLR_0847_049,1.7,,,1.3,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,4.2
CLR_0851_053,,0.9,,1.3,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,3.3
CLR_1870_060,1.9,,,2.3,,1.8,0.9,,,,,,,,,,,,,,,,,,,,,,,,,6.9
CLR_1876_062,1.7,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6
CLR_1877_063,,,,1.6,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,2.7
CLR_1878_064,,,,1.2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
CLR_1880_066,,,,1.2,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,2.4
CLR_1882_068,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
FRA_1850_021,2.2,0.9,,2.2,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,7.2
CLR_1885_071,2.5,,,2.7,,2.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,8.1
CLR_1892_076,7.1,1.1,1.7,4.9,,3.3,2.9,,,,,,,,,,,,,,,,,,,,,,,,,21
CLR_1896_078,2.5,,,3.1,,2.5,1,,,,,,,,,,,,,,,,,,,,,,,,,9.1
CLR_1899_081,3,,,6.1,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,11.9
CLR_1900_082,2.9,0.9,1,2.5,,2.7,1.3,7.6,,,,,,,,,,,,,,,,,,,,,,,,18.9
BAY_1444_005,1.7,,,1.1,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,4
BAY_1597_012,,,,1,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
BAY_1600_015,,,,1.2,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
BAY_1603_018,2.6,0.9,0.2,1.6,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,7.1
BAY_1606_021,4.3,1.5,2.9,3.1,,2.8,1.2,,,,,2.2,,,,,,,,,,,,,,,,,,,,18
BAY_1450_029,3.9,1.1,,1.7,,2.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,,10.4
STL_0084_001,1.5,,,1.1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
STL_0086_003,1.5,,,1.2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
BRO_0396_003,4.8,1.3,0,5,,4,1.8,,,,,,,,,,,,,,,,,,,,,,,,,16.8
BRO_0400_007,5.9,3.5,13.2,4.2,5.7,8.8,4.6,11.5,,10.6,,1.8,,,,,,,,12.4,,1.6,,,,,,,,,,83.7
BRO_0419_009,4.2,1.3,,2.5,,4.4,1.3,,,,,1.8,,,,,,,,,,,,,,,,,,,,15.5
BRO_0426_011,7,1.7,0.2,3.6,,10.5,5.3,,,,,1.5,,,,,,,,,,,,,,,,,,,,29.7
BRO_0739_015,3.4,1.1,0.1,2.8,,3.2,1.6,,,,,,,,,,,,,,,,,,,,,,,,,12.1
BRO_0922_022,3.8,1,,2.8,,4.4,2.3,,,,,,,,,,,,,,,,,,,,,,,,,14.4
CLR_0849_051,2.1,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
BRO_1182_039,1.8,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
CLR_0456_023,1.9,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
CLR_0843_045,2.2,,,,,2.9,1.1,,,,,,,,,,,,,,,,,,,,,,,,,6.1
CLR_0852_054,1.7,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
CLR_1867_057,3.3,,0.5,,,1.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,6.7
FRA_1474_003,2.5,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
FRA_1475_004,2.2,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
BAY_1452_007,1.7,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
BAY_1633_026,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
FRA_1479_008,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,1.2
BRO_0398_005,1.8,,,,,1.7,0.6,,,,,,,,,,,,,,,,,,,,,,,,,4.2
FRA_1845_016,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3
FRA_0123_024,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
BAY_1631_024,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
BRO_1939_045,1.5,,,,,1.2,,,,,,,,,,,,3,,,,,,,,,,,,,,5.8
BAY_1440_001,4.8,2.2,28.1,3.4,5.5,4.9,1.4,36.9,,,,3.2,,,,,,2.8,,46,,1.3,,,,,,,,,,140.3
BRO_0425_010,3.6,1,0.8,2.6,,4,1.4,,,,,1.8,,,,,,3.2,,,,,,,,,,,,,,18.3
BRO_0924_024,6.5,1.8,6.8,5.3,5.2,7,3.2,9.8,,,,1.8,,,,,,,,10.1,,,,,,,,,,,,57.4
BRO_0927_027,2.8,1,,1.9,,3.2,1,,,,,,,,,,,,,,,,,,,,,,,,,9.9
BRO_0928_028,5.1,1.8,1.2,2.1,,10.6,5.7,7.6,,,,1.5,,,,,,,,,,,,,,,,,,,,35.6
BRO_1067_032,4.3,1.3,3,3.9,,4.3,2,,,,,1.9,,,,,,,,,,,,,,,,,,,,20.7
BRO_1069_034,3.5,0.9,,3.4,,3.6,1.3,,,,,,,,,,,,,,,,,,,,,,,,,12.7
BRO_1179_036,2.5,0.8,,1.4,,4.1,2.4,,,,,1.6,,,,,,,,,,,,,,,,,,,,12.8
BRO_1180_037,2.6,0.9,,2.1,,3.1,1,,,,,,,,,,,,,,,,,,,,,,,,,9.6
BRO_1181_038,5.6,1.2,,3.7,,11.2,5.5,7.5,,,,,,,,,,,,8.8,,,,,,,,,,,,43.3
BRO_1183_040,6.1,1.1,0.8,6.1,4.7,5.5,2.5,7.1,,,,,,,,,,,,,,,,,,,,,,,,33.8
BRO_1936_043,1.7,,,1.7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,5.4
BRO_1940_046,1.8,,,1.6,,2.1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,6.2
BRO_1942_047,2,,,1.8,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,5.3
FRA_1842_014,,,,1.1,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,2
CLR_0048_002,2.7,,,2.7,4.9,2.3,0.6,,,,,,,,,,,,,,,,,,,,,,,,,13.2
CLR_0215_003,8.5,1.3,0.4,7.7,4.2,7.6,2.6,,,,,,,,,,,,,,,,,,,,,,,,,32.4
CLR_0216_004,4.2,2.7,0.9,2.8,,3.3,1.7,,,,,1.5,,,,,,,,,,,,,,,,,,,,17.1
CLR_0217_005,6.9,4.3,5,3.5,,4,2.7,7.9,,,,1.8,,,,,,,,,,1.2,,,,,,,,,,37.1
CLR_0218_006,1.7,,,1.2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
CLR_0221_009,1.5,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
CLR_0223_011,7.8,1.1,2.9,4.5,4.3,5.9,3.2,6.9,,,,1.5,,,,,,,,8,,,,,,,,,,,,46.2
CLR_0225_013,5.4,1.5,6.4,2.3,,4.4,1.6,,,,,3.4,,,,,,,,,,1.2,,,,,,,,,,26.2
CLR_0447_014,4.5,1.5,2.8,3.3,4.6,3.4,2.1,,,,,1.9,,,,,,,,,,,,,,,,,,,,24.1
CLR_0449_016,11.3,2.1,8.4,13.6,4.8,12.3,3.4,7.9,,,,1.7,,,,,,,,8.1,,,,,,,,,,,,73.7
CLR_0450_017,4.7,1,,4.2,,3.8,1.9,,,,,,,,,,,,,,,,,,,,,,,,,15.7
CLR_0452_019,3.4,1,,3.9,,2.5,0.8,,,,,,,,,,,,,,,,,,,,,,,,,11.6
CLR_0454_021,2.7,,0.8,8.8,,2.4,1,,,,,,,,,,,,,,,,,,,,,,,,,15.7
CLR_0461_025,1.8,,,1.1,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
CLR_0464_028,5.8,1.5,4.3,4.5,,5.6,2,,,,,1.9,,,,,,,,,,,,,,,,,,,,25.5
CLR_0465_029,10.6,2.8,7.9,7.4,4.9,10.9,5.5,8.3,,,,2.5,,,,,,,,8.6,,,,,,,,,,,,69.4
CLR_0466_030,3,1,,3.8,,2.6,1,,,,,,,,,,,,,,,,,,,,,,,,,11.3
FRA_1846_017,2.8,,,1.3,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,6.1
CLR_0468_032,3.6,1.1,1.5,4.2,,2.9,1.1,,,,,1.7,,,,,,,,,,,,,,,,,,,,16
CLR_0469_033,2,,,1.7,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,5.2
CLR_0471_035,8.1,2.1,2.8,6.4,4.5,5.1,3,,,,,2.4,,,,,,,,,,1.1,,,,,,,,,,35.7
CLR_0472_036,3.4,,,3,,3.7,0.8,,,,,,,,,,,,,,,,,,,,,,,,,10.9
CLR_0475_037,2.2,,,2.1,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
CLR_0802_039,,,,1.1,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
FRA_1847_018,2.8,,,2.3,,2.2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,8.1
CLR_0803_040,1.7,,,1.5,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,4.4
CLR_0804_041,2.2,,,2.2,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
CLR_0842_044,2.2,0.9,,1.4,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,6
CLR_0844_046,4.5,1.1,,2.5,,4.3,1.3,,,,,1.6,,,,,,,,,,,,,,,,,,,,15.3
CLR_0846_048,1.7,,,1.3,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
CLR_0848_050,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2
CLR_0850_052,2,,,1.4,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,4.8
CLR_0853_055,2,0.9,,1.7,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,6.8
CLR_1868_058,3,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8
CLR_1869_059,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
CLR_1875_061,2.3,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8
CLR_1886_072,,,,1.1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
CLR_1887_073,,,,1.2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
CLR_1888_074,1.7,,,1.4,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,4.3
CLR_1889_075,,,,1.2,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,2.2
CLR_1895_077,5.7,1,,11.7,5.5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,29.9
CLR_1898_080,3,,,2,,2.8,0.9,,,,,,,,,,,,,,,,,,,,,,,,,8.7
CLR_1901_083,2.1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
BAY_1441_002,1.9,0.9,0.9,1.3,,1.6,,7.2,,,,1.7,,,,,,,,,,,,,,,,,,,,15.5
BAY_1442_003,1.9,,,1.3,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,4.6
BAY_1451_006,2,,,1.1,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,4.5
BAY_1593_008,,,,1,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
BAY_1594_009,,,,1.1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
BAY_1596_011,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
BAY_1598_013,1.7,,,1.3,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,4.3
FRA_1476_005,2.4,,,1.5,,1.7,,,,,,2.2,,,,,,,,,,,,,,,,,,,,7.7
BAY_1599_014,4.3,0.9,,3.4,,3,1.3,7.4,,,,,,,,,,,,7.8,,,,,,,,,,,,28.3
BAY_1601_016,3.3,,1,2.6,,2.6,0.8,7.8,,,,,,,,,,,,7.9,,,,,,,,,,,,26.1
BAY_1602_017,1.9,,,1.2,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,4.3
BAY_1605_020,1.7,,,1.1,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,4
BAY_1634_027,1.5,,,1.1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
BAY_1635_028,,,,1,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
STL_0085_002,2.8,1,,1.9,,2.4,0.7,,,,,,,,,,,,,,,,,,,,,,,,,8.8
STL_0087_004,1.9,,,1.5,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,4.7
STL_0091_005,3,0.9,6.3,2.8,,2.9,1.1,12.1,,,,,,,,,,,,14.4,,,,,,,,,,,,43.5
STL_0092_006,2.8,,,1.7,,18.4,2.5,,,,,1.6,,,,,,,,,,,,,,,,,,,,27
STL_0093_007,4.1,0.9,0.2,2.1,,3.4,1.8,,,,,,,,,,,,,,,,,,,,,,,,,12.4
STL_0095_009,6,1,0.3,5.1,,3.3,2.2,,,,,,,,,,,,,,,,,,,,,,,,,18
STL_0096_010,5.3,1,0.2,4.4,,3.4,2.1,,,,,,,,,,,,,,,,,,,,,,,,,16.4
STL_0151_012,6,1.1,,7.1,,4,2.5,,,,,,,,,,,,,,,,,,,,,,,,,20.8
STL_0152_013,11.7,1.9,0,12,,6.1,5.8,,,,,1.6,,,,,,,,,,,,,,,,,,,,39.1
STL_0153_014,7.1,1.3,3.2,4.9,,3.8,2.7,7.1,,,,,,,,,,,,,,,,,,,,,,,,30
BRO_0395_002,2.1,1,,1.4,,2.1,0.7,,,,,,,,,,,,,,,,,,,,,,,,,7.3
FRA_1480_009,2,,,1.3,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,4.6
BRO_0397_004,2.4,,,1.7,,2.4,1.3,,,,,,,,,,,,,,,,,,,,,,,,,7.8
BRO_0399_006,2.1,,,1.7,,2.1,0.7,,,,,,,,,,,,,,,,,,,,,,,,,6.7
BRO_0701_013,4.5,1.5,4.4,2.8,,4.2,1.7,7.5,,,,2.2,,,,,,,,,,,,,,,,,,,,28.7
FRA_1481_010,2.2,,,1.3,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,5.2
BRO_0738_014,6.5,1.4,2.4,5,4.8,6.5,3.3,7.4,,,,,,,,,,,,8.2,,,,,,,,,,,,45.4
BRO_0740_016,,,,1,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
BRO_0750_017,3.8,0.9,,2.7,,4.7,1.8,,,,,,,,,,,,,,,,,,,,,,,,,13.9
BRO_0753_020,4.5,1.5,,3.9,4.7,6.6,3.6,,,,,1.6,,,,,,,,,,1.1,,,,,,,,,,27.3
BRO_0754_021,1.9,,,3.8,,2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,8.4
BRO_0923_023,2.9,1.3,,1.8,,4.2,4,,,,,,,,,,,,,,,,,,,,,,,,,14.2
FRA_1473_002,2.4,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,4.1
BRO_1066_031,3.2,1.3,,,,4.7,1.4,,,,,2,,,,,,,,,,,,,,,,,,,,12.5
CLR_0453_020,1.7,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,3.1
CLR_1879_065,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
BAY_1595_010,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
BAY_1604_019,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
BAY_1630_023,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
FRA_1477_006,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
BAY_1632_025,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.9
FRA_1478_007,2,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,3.3
BRO_0401_008,2.1,,,,,2.6,0.7,,,,,,,,,,,,,,,,,,,,,,,,,5.4
BRO_0700_012,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
FRA_1843_015,2.2,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
CLR_0805_042,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
CLR_1884_070,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
CLR_1897_079,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1
