Article (Author et al YYYY),Sample Name,Sample Type,Latitude,Longitude,Sample Date (MM/DD/YYY),Sample Time,Analysis Method,PFOS,PFOA,FBSA,PFDA,PFNA,PFHxS,PFHxA,PFHpA,PFHpS,GenX,4:2 FTS,6:2 FTS,8:2 FTS,10:2 FTS,3:3 FTCA,5:3 FTCA,7:3 FTCA,PFPA,PFPeA,PFPeS,PFBS,PFBA,PFMOPrA,PFMOBA,PFMOAA,PFO2HxA,PFO3OA,PFO4DA,PFESA BP 1,PFESA BP 2,PFDoS,PFUnDA,FOSAA,N-MeFOSE,NMeFOSAA,NMeFOSA,N-EtFOSE,NEtFOSAA,N-EtFOSA,PFDS,PFTeDA,PFHxDA,PFNS,PFTrDA,PFDoA,PFOSA,9-Cl-PF3ONS,11-Cl-PF3OUdS,PFECA-G,ADONA,PFEESA,NFDHA,PFMBA
Camacho_et_al_2024,LEV_1855_015,Surface Water,29.13611111,-83.02991667,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,LEV_2416_016,Surface Water,29.21498,-82.76287,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,LIB_1607_001,Surface Water,30.440196,-84.986563,,,EPA 1633,3.5,3.5,1.5,0,0.1,0,4,2.8,,,0,,,,,,,,,0,3.5,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,LIB_2404_002,Surface Water,30.30785,-85.03969,,,EPA 1633,2,4.1,0,0,0,0,0,2.5,,,0,,,,,,,,,0,2.1,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,LIB_2596_003,Surface Water,30.12876,-84.67158,,,EPA 1633,0,1,0,0,0,0,0,0,,,0,,,,,,,,,0,1.1,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MAD_1193_001,Surface Water,30.480527,-83.243931,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MAD_1419_002,Surface Water,30.4804,-83.2442,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MAD_1432_003,Surface Water,30.41006667,-83.18015,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MAD_1470_004,Surface Water,30.62163056,-83.41923333,,,EPA 1633,0,1.9,0,0,0,0,4.3,2.3,,,0,,,,,,,,,0,0.5,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MAD_1471_005,Surface Water,30.47408333,-83.42341667,,,EPA 1633,0,1.2,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_0427_001,Surface Water,27.4664,-82.6997,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,4.8,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_0428_002,Surface Water,27.5057,-82.7109,,,EPA 1633,3.2,1.6,0,0,0,0,0,0,,,0,,,,,,,,,0,3.8,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_0429_003,Surface Water,27.4844,-82.5805,,,EPA 1633,14.6,10.2,6.6,0,1.4,16.6,9.4,6.2,,,0,,,,,,,,,0,18.6,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_0430_004,Surface Water,27.4473,-82.5814,,,EPA 1633,11.2,9.8,7.6,4,0.9,15,10.8,6.4,,,0,,,,,,,,,0,23.6,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_0431_005,Surface Water,27.4737,-82.6125,,,EPA 1633,8.9,7.2,6.6,3.8,1.3,17.1,8.3,5.4,,,0,,,,,,,,,0,16,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_0433_007,Surface Water,27.4249,-82.5474,,,EPA 1633,11.4,11.8,7.2,0,1.3,0,16.5,9.6,,,0,,,,,,,,,0,13.1,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_0434_008,Surface Water,27.4448,-82.4859,,,EPA 1633,4.7,5.3,0,0,0,0,6.2,4,,,0,,,,,,,,,0,7.4,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_0435_009,Surface Water,27.5107,-82.3602,,,EPA 1633,0,4.2,7,3.9,0.4,0,0,3.6,,,0,,,,,,,,,0,5.3,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_0436_010,Surface Water,27.5247,-82.4302,,,EPA 1633,3.6,3.3,0,0,0,0,0,3.1,,,0,,,,,,,,,0,3.3,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_0437_011,Surface Water,27.5804,-82.5622,,,EPA 1633,5.5,5.7,0,0,0,0,0,4.2,,,0,,,,,,,,,0,12.9,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_0611_013,Surface Water,27.4481,-82.6883,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_0612_014,Surface Water,27.5215,-82.7151,,,EPA 1633,0,1.7,0,0,0,0,2.2,0,,,0,,,,,,,,,0,3.4,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_0613_015,Surface Water,27.4976,-82.7027,,,EPA 1633,0,1.3,0,0,0,0,2.1,0,,,0,,,,,,,,,0,3.4,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_0614_016,Surface Water,27.4967,-82.65665,,,EPA 1633,3.1,1.9,0,0,0,0,2.7,2,,,0,,,,,,,,,0,4.9,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_0615_017,Surface Water,27.5238,-82.6542,,,EPA 1633,3.9,3.1,0,0,0.3,0,2.9,2.6,,,0,,,,,,,,,0,3,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_0616_018,Surface Water,27.4599,-82.6706,,,EPA 1633,5.6,2.1,0,0,0.5,0,2.6,2.2,,,0,,,,,,,,,0,4.6,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_0617_019,Surface Water,27.4456,-82.6485,,,EPA 1633,7,5.6,6,3.6,0.9,0,5.7,3.2,,,0,,,,,,,,,0,5.4,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_0618_020,Surface Water,27.4148,-82.5748,,,EPA 1633,8.9,6.5,0,0,2,13.9,6.6,5.2,,,0,,,,,,,,,0,5.7,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_1405_021,Surface Water,27.43175833,-82.48132778,,,EPA 1633,4.9,5,6.2,0,0,0,7.3,4.1,,,0,,,,,,,,,0,6.5,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_1488_022,Surface Water,27.48118333,-82.34131667,,,EPA 1633,0,1.8,0,0,0,0,0,0,,,0,,,,,,,,,0,2.5,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_1489_023,Surface Water,27.49715,-82.52375,,,EPA 1633,4.1,3.4,0,0,0.2,0,3.7,3,,,0,,,,,,,,,0,2.4,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_1490_024,Surface Water,27.43248333,-82.48166667,,,EPA 1633,4.1,4.6,6.2,0,0,0,5,3.9,,,0,,,,,,,,,0,6.6,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_1491_025,Surface Water,27.50023333,-82.56171667,,,EPA 1633,0,3,6.7,0,0,0,0,2.8,,,0,,,,,,,,,0,5.6,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_1492_026,Surface Water,27.5322,-82.64508333,,,EPA 1633,0,1.7,0,0,0,0,2.8,2.1,,,0,,,,,,,,,0,2.3,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_1493_027,Surface Water,27.49601667,-82.66961667,,,EPA 1633,6.5,3.5,0,0,0.9,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_1494_028,Surface Water,27.53421667,-82.73465,,,EPA 1633,0,1.5,0,0,0,0,2.2,0,,,0,,,,,,,,,0,2.8,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_2027_030,Surface Water,27.574765,-82.587218,,,EPA 1633,0,1.2,0,0,0,0,0,0,,,0,,,,,,,,,0,3.4,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_2042_031,Surface Water,27.589857,-82.628149,,,EPA 1633,4.1,1.7,0,0,0,0,2.4,2,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_2064_032,Surface Water,27.634,-82.56280556,,,EPA 1633,0,1.1,0,0,0,0,2.1,0,,,0,,,,,,,,,0,2.4,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_2071_033,Surface Water,27.62830556,-82.56330556,,,EPA 1633,0,1.1,0,0,0,0,0,0,,,0,,,,,,,,,0,4,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_2073_034,Surface Water,27.54988889,-82.70730556,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,3.1,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_2077_035,Surface Water,27.60461111,-82.63019444,,,EPA 1633,0,0,0,0,0,0,1.5,0,,,0,,,,,,,,,0,3.3,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_2078_036,Surface Water,27.54461111,-82.66488889,,,EPA 1633,0,0,0,0,0,0,1.8,0,,,0,,,,,,,,,0,4.1,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_2082_037,Surface Water,27.6295,-82.56419444,,,EPA 1633,0,1.1,0,0,0,0,2.2,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_2084_038,Surface Water,27.63238889,-82.56530556,,,EPA 1633,0,1.2,0,0,0,0,2.3,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_2086_039,Surface Water,27.56319444,-82.7105,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,2.6,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_2089_041,Surface Water,27.55,-82.66630556,,,EPA 1633,0,0,0,0,0,0,1.7,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_2133_043,Surface Water,27.60138889,-82.55194444,,,EPA 1633,0,1.5,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_2134_044,Surface Water,27.60083333,-82.55166667,,,EPA 1633,0,1.6,0,0,0,0,0,0,,,0,,,,,,,,,0,3.9,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_2135_045,Surface Water,27.59,-82.55361111,,,EPA 1633,5.9,5.4,0,0,0,0,8.1,3.3,,,0,,,,,,,,,0,8,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_2242_047,Surface Water,27.3664,-82.1488,,,EPA 1633,0,1.4,0,0,0,0,0,0,,,0,,,,,,,,,0,2.4,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_2243_048,Surface Water,27.3211,-82.2484,,,EPA 1633,8,13.6,0,0,2.5,0,6.4,7.1,,,0,,,,,,,,,0,4.4,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MTE_2329_049,Surface Water,27.4764734,-82.3023585,,,EPA 1633,0,1.9,0,0,0,0,0,0,,,0,,,,,,,,,0,2.4,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MAO_0274_002,Surface Water,29.061107,-82.43697,,,EPA 1633,0,0,0,0,0,0,2.4,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MAO_0276_004,Surface Water,29.098602,-82.435844,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MAO_0279_005,Surface Water,29.046238,-82.464971,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0.3,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MAO_0349_006,Surface Water,28.98888889,-81.8375,,,EPA 1633,4.9,4.2,0,0,4.5,0,5,2.9,,,0,,,,,,,,,0,2,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MAO_0870_007,Surface Water,29.216103,-81.984307,,,EPA 1633,5,3.2,0,0,0,0,4.5,2.8,,,0,,,,,,,,,0,2.4,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MAO_0871_008,Surface Water,29.213432,-82.054921,,,EPA 1633,6.9,2,0,0,0,0,3.9,2,,,0,,,,,,,,,0,1.4,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MAO_0872_009,Surface Water,29.104852,-82.351988,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MAO_0873_010,Surface Water,29.086234,-82.430484,,,EPA 1633,0,0,0,0,0,0,2.3,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MAO_0874_011,Surface Water,29.049392,-82.446808,,,EPA 1633,0,0,0,0,0,0,2.4,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MAO_0886_012,Surface Water,29.215,-81.993333,,,EPA 1633,0,2.4,0,0,0,0,5.5,2.7,,,0,,,,,,,,,0,2,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MAO_0887_013,Surface Water,29.183532,-81.992664,,,EPA 1633,0,2.7,0,0,0,0,4,2.3,,,0,,,,,,,,,0,1.3,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MAO_0888_014,Surface Water,29.078888,-81.880919,,,EPA 1633,4.6,4.5,0,0,4.2,0,5.5,3,,,0,,,,,,,,,0,1.7,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MAO_0889_015,Surface Water,29.178477,-81.834328,,,EPA 1633,0,2.2,0,0,0,0,3.2,2,,,0,,,,,,,,,0,0.3,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MAO_0890_016,Surface Water,29.371106,-81.901066,,,EPA 1633,5.2,2.5,0,0,0,6,4.3,2.2,,,0,,,,,,,,,0,1.7,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MAO_0891_017,Surface Water,29.225744,-81.908848,,,EPA 1633,0,1.5,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MAO_0892_018,Surface Water,29.138874,-81.849089,,,EPA 1633,0,2.4,0,4.2,6.1,0,3.8,2.3,,,0,,,,,,,,,0,0,,,,,,,,,,,1.8,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MAO_0947_019,Surface Water,29.379037,-82.055882,,,EPA 1633,0,1.3,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MAO_0948_020,Surface Water,29.362477,-81.966806,,,EPA 1633,0,1.3,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MAO_0949_021,Surface Water,29.289674,-81.926587,,,EPA 1633,5.6,3.2,0,0,0,9.3,5.1,2.6,,,0,,,,,,,,,0,4,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MAO_0951_023,Surface Water,29.374307,-81.902104,,,EPA 1633,0,1.5,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MAO_0959_024,Surface Water,29.504921,-81.91669,,,EPA 1633,0,3.1,0,0,0,0,4.4,2.9,,,0,,,,,,,,,0,1.2,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MAO_0999_025,Surface Water,29.01666667,-81.96305556,,,EPA 1633,4.3,2.9,0,0,4,0,5,3.7,,,0,,,,,,,,,0,0.8,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MAO_1047_026,Surface Water,29.447713,-82.212416,,,EPA 1633,0,4,0,0,4.3,0,4.8,3.4,,,0,,,,,,,,,0,1.1,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MAO_1048_027,Surface Water,29.018514,-81.970227,,,EPA 1633,0,3.2,0,0,4.1,0,4.7,3.2,,,0,,,,,,,,,0,2,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MAO_1466_028,Surface Water,29.040407,-81.928706,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MAO_1531_029,Surface Water,29.368,-82.382,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MAO_1532_030,Surface Water,29.18383889,-81.71241944,,,EPA 1633,0,0,0,0,0,0,2.4,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MAO_2505_036,Surface Water,29.3498,-81.7301,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MAO_2597_037,Surface Water,29.24636,-81.64341,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MRT_0139_001,Surface Water,26.976504,-80.141549,,,EPA 1633,4.9,3.7,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MRT_0141_002,Surface Water,27.065983,-80.124902,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MRT_0142_003,Surface Water,27.100367,-80.16567,,,EPA 1633,4.8,5,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MRT_0143_004,Surface Water,27.101386,-80.141375,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MRT_0146_006,Surface Water,27.149255,-80.19505,,,EPA 1633,6.5,6.2,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MRT_0147_007,Surface Water,27.147015,-80.190694,,,EPA 1633,6.1,7,0,0,2.7,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MRT_0148_008,Surface Water,27.164958,-80.182524,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MRT_0149_009,Surface Water,27.154157,-80.1713,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MRT_0150_010,Surface Water,27.182738,-80.206428,,,EPA 1633,2.9,2.9,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MRT_0154_011,Surface Water,27.205997,-80.371918,,,EPA 1633,9,13,0,0,2.6,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MRT_0175_012,Surface Water,27.20021047,-80.16616566,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MRT_0176_013,Surface Water,26.97657343,-80.13174736,,,EPA 1633,6.8,4,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MRT_0178_014,Surface Water,27.16426408,-80.19379699,,,EPA 1633,4.6,4.8,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MRT_0179_015,Surface Water,27.16183848,-80.25717122,,,EPA 1633,5.4,5.9,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MRT_0185_016,Surface Water,27.20251749,-80.19923533,,,EPA 1633,9.5,3.8,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MRT_0186_017,Surface Water,27.20243488,-80.25815739,,,EPA 1633,8.9,9.2,0,0,2.9,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MRT_0245_018,Surface Water,26.984403,-80.620068,,,EPA 1633,4.1,6.7,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MRT_0246_019,Surface Water,27.108727,-80.287055,,,EPA 1633,3.3,2.5,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MRT_0744_020,Surface Water,27.1116,-80.2562,,,EPA 1633,3.8,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MRT_0745_021,Surface Water,27.1876,-80.2701,,,EPA 1633,9.9,5.3,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MRT_0746_022,Surface Water,27.2025,-80.1416,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MRT_0747_023,Surface Water,27.1624,-80.194,,,EPA 1633,4.1,3.9,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MRT_0748_024,Surface Water,27.1137,-80.2824,,,EPA 1633,4.6,5,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MRT_0749_025,Surface Water,27.0184,-80.44281,,,EPA 1633,4.5,6.7,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MRT_1292_027,Surface Water,26.97541,-80.828361,,,EPA 1633,0,2.6,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MRT_1308_028,Surface Water,27.02633,-80.783074,,,EPA 1633,0,3.1,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MRT_1309_029,Surface Water,27.00136,-80.793429,,,EPA 1633,0,3.3,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MRT_1310_030,Surface Water,26.97425,-80.794445,,,EPA 1633,0,2.5,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,MRT_1324_031,Surface Water,27.05958,-80.753815,,,EPA 1633,0,3.1,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
