Article (Author et al YYYY),Sample Name,Sample Type,Latitude,Longitude,Sampling Year,Sample Date (MM/DD/YYY),Sample Time,Analysis Method,Sampling Depth (m),Streamflow (m3/s),PFOS,FBSA,PFOA,PFDA,PFNA,PFHxS,PFHxA,PFHpA,PFHpS,GenX,4:2 FTS,6:2 FTS,8:2 FTS,10:2 FTS,PFPeA,PFPeS,PFBA,PFBS,PFMOPrA,PFMOBA,PFMOAA,PFO2HxA,PFO3OA,PFO4DA,PFESA BP 1,PFESA BP 2,PFUnDA,N-MeFOSE,NMeFOSAA,NMeFOSA,N-EtFOSE,NEtFOSAA,N-EtFOSA,PFDoA,PFDS,PFTeDA,PFHxDA,PFNS,PFTrDA,PFOSA,9-Cl-PF3ONS,ADONA,11-Cl-PF3OUdS,PFECA-G,PFODA
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,6/24/2019,,Unnamed_SPE_LCMS_MS,,,30,,39.1,0.7,1.9,8.9,22.8,17.2,,0.5,0.4,0.7,,,11.6,,5.2,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,7/1/2019,,Unnamed_SPE_LCMS_MS,,,27.4,,38.7,0.7,1.8,7.4,26.6,22.5,,0.5,0.5,0.6,,,12.9,,5.2,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,7/8/2019,,Unnamed_SPE_LCMS_MS,,,27.5,,42.6,0.4,1.6,9.2,27.6,25.1,,0,0,0.1,,,14.9,,5.7,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,7/15/2019,,Unnamed_SPE_LCMS_MS,,,29.2,,27.8,0.4,1.4,5,19.3,17.6,,0,0,0.1,,,11.4,,4.9,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,7/22/2019,,Unnamed_SPE_LCMS_MS,,,32.2,,42.1,0.5,1.6,5,35.3,36.9,,0.1,0,0.1,,,23.2,,7.4,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,7/29/2019,,Unnamed_SPE_LCMS_MS,,,14.1,,21.4,0.2,0.9,3.3,15.8,15.1,,0,0,0.1,,,8.1,,4.2,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,8/5/2019,,Unnamed_SPE_LCMS_MS,,,16.2,,22.8,0.3,0.9,5.5,15.5,12.2,,0.1,0,0,,,8.6,,4.4,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,8/12/2019,,Unnamed_SPE_LCMS_MS,,,17.6,,23.3,0.3,0.8,5.4,16.1,13.2,,0.1,0,0,,,8.2,,4,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,8/19/2019,,Unnamed_SPE_LCMS_MS,,,17.6,,23.3,0,1,6.6,14.6,15.2,,0.1,0,0,,,7.6,,3.7,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,8/26/2019,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,9/9/2019,,Unnamed_SPE_LCMS_MS,,,11.2,,23.3,0.2,0.8,3.7,20.2,19.6,,0.1,0,0,,,11.2,,4.8,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,9/16/2019,,Unnamed_SPE_LCMS_MS,,,14.1,,23.8,0.4,1,4,20.4,20.4,,0.1,0,0,,,11.1,,5,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,9/23/2019,,Unnamed_SPE_LCMS_MS,,,11.4,,22.4,0.3,0.9,3.8,19,18,,0,0,0,,,11,,4.6,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,9/30/2019,,Unnamed_SPE_LCMS_MS,,,7.4,,12.2,0.6,0.9,1.4,13.1,11.5,,0.1,0,0.5,,,6.8,,6.1,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,10/7/2019,,Unnamed_SPE_LCMS_MS,,,8.5,,17.6,0.6,1,2,17.2,15.2,,0,0,0,,,8.1,,7.3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,10/14/2019,,Unnamed_SPE_LCMS_MS,,,5.5,,18.2,0,0.7,2.2,18.7,17.6,,0,0,0,,,9.5,,7.4,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,10/21/2019,,Unnamed_SPE_LCMS_MS,,,23.7,,25.1,2.6,2.6,8.2,12.8,11.9,,1.7,1.6,0,,,4.3,,189.9,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,10/28/2019,,Unnamed_SPE_LCMS_MS,,,6.2,,8.7,0,0.6,0.5,7.2,5.7,,0,0,0,,,8.3,,4.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,11/4/2019,,Unnamed_SPE_LCMS_MS,,,11.3,,14.2,0.4,0.7,3.2,9.5,6.2,,0,0,0.2,,,5.7,,4.7,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,11/4/2019,,Unnamed_SPE_LCMS_MS,,,11.3,,14.2,0.4,0.7,3.2,9.5,6.2,,0,0,0.2,,,5.7,,4.7,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,11/11/2019,,Unnamed_SPE_LCMS_MS,,,5.9,,12.8,0.3,0.5,2.6,10.1,8.6,,0,0,0,,,6.8,,3.6,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,12/2/2019,,Unnamed_SPE_LCMS_MS,,,14.4,,20.4,0.2,0.8,6.6,7.1,6.8,,0,0,0,,,2.1,,2.3,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,12/16/2019,,Unnamed_SPE_LCMS_MS,,,45.7,,36.2,0.4,1.8,11.5,11.6,10.5,,0,0,0,,,3.5,,2.3,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,1/6/2020,,Unnamed_SPE_LCMS_MS,,,47.6,,40.6,0.2,1.8,14.7,12,11.5,,0,0,0,,,3.2,,2.2,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,1/21/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,2/3/2020,,Unnamed_SPE_LCMS_MS,,,90.5,,51.1,0.8,2.6,15.7,14.3,18.2,,0.1,0,0,,,4.1,,14.4,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,2/17/2020,,Unnamed_SPE_LCMS_MS,,,73.5,,42,0.4,1.9,13.3,13.5,14.7,,0,0,0,,,3.6,,3.8,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,3/2/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,3/16/2020,,Unnamed_SPE_LCMS_MS,,,59.8,,46.2,0.2,1.8,12.5,15.2,21.4,,0,0,0,,,14.3,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,3/30/2020,,Unnamed_SPE_LCMS_MS,,,42.2,,31.2,0.2,1.3,9.5,8.8,12.6,,0,0,0,,,11.3,,2.7,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,7/5/2020,,Unnamed_SPE_LCMS_MS,,,110.8,,55.6,0.7,3.3,12.9,29.9,27.5,,0,0,0,,,17.3,,6.1,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,7/12/2020,,Unnamed_SPE_LCMS_MS,,,62.9,,48.7,0.7,2.6,9.5,29.5,26.5,,0,0,0,,,31.1,,6.1,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,8/2/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,8/10/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,8/17/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,8/24/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,8/31/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,9/7/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,9/14/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,9/21/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,9/28/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,10/4/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,1/20/2020,,Unnamed_SPE_LCMS_MS,,,62.3,,51.9,0.3,2,16.8,17.3,16.8,,0,0.2,0,,,6.9,,3.2,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,4/14/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,4/27/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,5/3/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,5/11/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,5/18/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,5/25/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,6/1/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,6/8/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,6/14/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,6/22/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,6/29/2020,,Unnamed_SPE_LCMS_MS,,,74,,67.4,1,3.2,11.1,33.7,31.1,,0,0,0,,,24.2,,7.1,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,7/20/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCB,Surface Water,35.889767,-79.429606,,7/27/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,6/10/2019,,Unnamed_SPE_LCMS_MS,,,33.9,,34.8,0.7,2.3,5.3,25.6,21.4,,0.1,0,12.1,,,16.8,,7.7,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,6/17/2019,,Unnamed_SPE_LCMS_MS,,,20.6,,37.2,0.7,1.9,5.9,23,20.4,,0.3,0,0,,,12.1,,5.5,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,6/24/2019,,Unnamed_SPE_LCMS_MS,,,20.4,,38.3,1.1,2.5,6.4,23.2,19.5,,0.5,0.7,0.7,,,17.9,,7.1,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,7/1/2019,,Unnamed_SPE_LCMS_MS,,,20.8,,39.4,1,2.3,6.6,26.7,22.9,,0.5,0.4,0.7,,,13.1,,6.5,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,7/8/2019,,Unnamed_SPE_LCMS_MS,,,20.1,,38.1,1,2.2,4.9,25.5,22.3,,0.1,0,0,,,13.6,,6.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,7/15/2019,,Unnamed_SPE_LCMS_MS,,,21.9,,69.7,1.1,4,5.1,56.3,50.1,,0.1,0,0.1,,,38.3,,15.5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,7/22/2019,,Unnamed_SPE_LCMS_MS,,,42.3,,133.3,1.1,4.4,24.6,62.8,105.2,,0.2,0,0.1,,,49,,15.3,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,7/29/2019,,Unnamed_SPE_LCMS_MS,,,10,,21,1,1.9,2.5,16.3,15.3,,0,0,0,,,8.9,,5.7,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,8/5/2019,,Unnamed_SPE_LCMS_MS,,,9.3,,14.9,0.7,1.1,2,10.4,8.7,,0.1,0,0,,,5.5,,4.5,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,8/12/2019,,Unnamed_SPE_LCMS_MS,,,10.5,,19.9,1,1.5,2.5,16.2,13.4,,0,0,0,,,8.5,,5.4,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,8/19/2019,,Unnamed_SPE_LCMS_MS,,,8.3,,18.4,0.5,1.2,2.2,13,13,,0.1,0,0,,,7.1,,4.6,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,8/26/2019,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,9/9/2019,,Unnamed_SPE_LCMS_MS,,,8.4,,23.6,0.9,1.6,2.8,18.1,17.6,,0,0,0,,,9.9,,5.8,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,9/16/2019,,Unnamed_SPE_LCMS_MS,,,9,,23.6,0.9,1.7,2.6,18.7,19.5,,0,0,0,,,9.6,,5.8,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,9/23/2019,,Unnamed_SPE_LCMS_MS,,,6.9,,21.5,0.7,1.5,2.7,16.3,17.4,,0.1,0,0,,,8.7,,5.4,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,9/30/2019,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,10/7/2019,,Unnamed_SPE_LCMS_MS,,,13.6,,31.1,1.9,2.5,2.8,28.6,26,,0.1,0,0,,,16.2,,10.9,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,10/14/2019,,Unnamed_SPE_LCMS_MS,,,10.7,,29.4,1.8,2.5,2.9,25.3,24,,0.1,0,0,,,16.8,,13.5,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,10/21/2019,,Unnamed_SPE_LCMS_MS,,,10.9,,32,2.5,3.6,3.3,30.7,26.2,,1.6,1.7,0,,,16.2,,185.4,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,10/28/2019,,Unnamed_SPE_LCMS_MS,,,1.4,,5.7,0.6,0.3,0.9,2.5,2.2,,0,0,0,,,2.2,,2.1,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,11/4/2019,,Unnamed_SPE_LCMS_MS,,,5.3,,13,0.7,0.8,1.5,10.4,6.8,,0,0,0,,,4.8,,6.1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,11/11/2019,,Unnamed_SPE_LCMS_MS,,,5.7,,13.7,0.6,0.7,2.2,13.3,9.2,,0,0,0.1,,,7.4,,8.6,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,12/2/2019,,Unnamed_SPE_LCMS_MS,,,8.6,,17.4,0.7,1.8,2.6,12.1,8.3,,0,0,0,,,4.7,,4.9,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,12/16/2019,,Unnamed_SPE_LCMS_MS,,,14.6,,26.1,0.3,1.6,5.1,14.8,11.4,,0,0,0,,,4.4,,3.6,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,1/6/2020,,Unnamed_SPE_LCMS_MS,,,24.8,,31.7,0.8,2.2,6.1,17.8,12.8,,0,0,0,,,5.8,,4.4,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,1/21/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,2/3/2020,,Unnamed_SPE_LCMS_MS,,,24.9,,34.4,0.6,1.8,7.3,19.1,13.3,,0,0.2,0.1,,,8.3,,4.9,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,2/17/2020,,Unnamed_SPE_LCMS_MS,,,33.8,,36.1,0.5,2.3,6.5,19.6,18.9,,0,0,0,,,6.9,,3.7,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,3/2/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,3/16/2020,,Unnamed_SPE_LCMS_MS,,,28.6,,49.7,0.4,2.2,7.3,24.4,34.1,,0,0,0,,,33,,5.3,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,3/30/2020,,Unnamed_SPE_LCMS_MS,,,22,,28.1,0.4,1.4,5.5,12.4,15,,0,0,0,,,17,,3.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,7/5/2020,,Unnamed_SPE_LCMS_MS,,,73.8,,68.2,1.3,4.2,12.1,44.2,42.2,,0,0,0,,,31.1,,10.6,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,7/12/2020,,Unnamed_SPE_LCMS_MS,,,41,,59.7,1.2,4.1,6.8,43.2,36.8,,0.1,0,0,,,34.2,,10.6,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,8/2/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,8/10/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,8/17/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,8/24/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,8/31/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,9/7/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,9/14/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,9/21/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,9/28/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,10/4/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,1/20/2020,,Unnamed_SPE_LCMS_MS,,,33.9,,52.2,0.5,2.5,9.5,29.2,23.3,,0,0.3,0.1,,,13.8,,7.2,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,4/14/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,4/27/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,5/3/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,5/11/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,5/18/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,5/25/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,6/1/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,6/8/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,6/14/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
