Article (Author et al YYYY),Sample Name,Sample Type,Latitude,Longitude,Sampling Year,Sample Date (MM/DD/YYY),Sample Time,Analysis Method,Sampling Depth (m),Streamflow (m3/s),PFOS,FBSA,PFOA,PFDA,PFNA,PFHxS,PFHxA,PFHpA,PFHpS,GenX,4:2 FTS,6:2 FTS,8:2 FTS,10:2 FTS,PFPeA,PFPeS,PFBA,PFBS,PFMOPrA,PFMOBA,PFMOAA,PFO2HxA,PFO3OA,PFO4DA,PFESA BP 1,PFESA BP 2,PFUnDA,N-MeFOSE,NMeFOSAA,NMeFOSA,N-EtFOSE,NEtFOSAA,N-EtFOSA,PFDoA,PFDS,PFTeDA,PFHxDA,PFNS,PFTrDA,PFOSA,9-Cl-PF3ONS,ADONA,11-Cl-PF3OUdS,PFECA-G,PFODA
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,1/6/2020,,Unnamed_SPE_LCMS_MS,,,9.1,,6,0.3,0.7,3.5,7,2.7,,0,0,0.4,,,2.2,,3,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,1/21/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,2/3/2020,,Unnamed_SPE_LCMS_MS,,,11.8,,13.5,0.6,0.9,5.2,21.7,7.7,,0,0.3,0.8,,,9.3,,7.7,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,2/17/2020,,Unnamed_SPE_LCMS_MS,,,16.7,,7.6,0.8,0.9,3.5,7.1,3.4,,0,0,0.5,,,2.2,,4.7,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,3/2/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,3/16/2020,,Unnamed_SPE_LCMS_MS,,,9.6,,10.8,0.7,1.1,3.9,42.8,40.4,,0.1,0,0.4,,,56.6,,11.8,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,3/30/2020,,Unnamed_SPE_LCMS_MS,,,8.2,,0.7,0.4,0.8,3.2,14.5,11.7,,0.3,0,0,,,30.1,,9,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,7/5/2020,,Unnamed_SPE_LCMS_MS,,,12.2,,29,2.9,5.3,3.9,37.9,13,,0,0,0.3,,,31.9,,16.9,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,7/12/2020,,Unnamed_SPE_LCMS_MS,,,13.9,,30.5,4.1,5.6,4,45.2,13.2,,0,0,1,,,36.3,,20,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,7/20/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,7/27/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,8/2/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,8/10/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,8/17/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,8/24/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,8/31/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,9/7/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,9/14/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,9/21/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,9/28/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,10/4/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,1/20/2020,,Unnamed_SPE_LCMS_MS,,,16.8,,10.8,1.1,1.1,4.5,24.8,9.5,,0,0.3,1.5,,,11.3,,11,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,4/14/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,4/27/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,5/3/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,5/11/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,5/18/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,5/25/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,6/1/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,6/8/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,6/14/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,6/22/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H3,Surface Water,35.88609,-79.256016,,6/29/2020,,Unnamed_SPE_LCMS_MS,,,11.3,,21.7,2.4,4.1,3.4,24.3,9.3,,0,0,0.1,,,24.4,,11,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,6/10/2019,,Unnamed_SPE_LCMS_MS,,,11.9,,5.8,0.7,1,3.1,6.9,3.6,,0.1,0,5.5,,,5.1,,4.7,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,6/17/2019,,Unnamed_SPE_LCMS_MS,,,8.4,,5.7,0.6,0.8,3.3,9.5,4.2,,0.3,0,1.6,,,5.5,,4.6,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,6/24/2019,,Unnamed_SPE_LCMS_MS,,,11.9,,11.3,1.1,1.6,4.2,41.5,27,,0.5,0.4,1.2,,,22.4,,12.9,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,7/1/2019,,Unnamed_SPE_LCMS_MS,,,13,,14.9,1.6,2,5.2,127.5,106.8,,0.5,0.5,1,,,56.9,,29.5,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,7/8/2019,,Unnamed_SPE_LCMS_MS,,,21.2,,25.5,2.6,2.9,7.2,140.5,112.5,,0.2,0,3,,,74.6,,38.6,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,7/15/2019,,Unnamed_SPE_LCMS_MS,,,16.3,,16.1,1.7,1.9,5.2,48,35.7,,0.1,0,0.4,,,24.2,,15.2,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,7/22/2019,,Unnamed_SPE_LCMS_MS,,,18.2,,20.3,2.2,2.3,6.6,75.8,58,,0.1,0,0.5,,,44.9,,29.2,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,7/29/2019,,Unnamed_SPE_LCMS_MS,,,14.1,,10.8,1.5,1.7,5.2,43.2,51.8,,0,0.1,0.5,,,27.5,,12.9,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,8/5/2019,,Unnamed_SPE_LCMS_MS,,,17.3,,12.3,1.4,1.9,5.8,48.3,30.3,,0.1,0,2.6,,,32.4,,15.9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,8/12/2019,,Unnamed_SPE_LCMS_MS,,,12,,13.7,1.7,1.6,4.8,126.1,118.5,,0,0,0.5,,,66.6,,26,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,8/19/2019,,Unnamed_SPE_LCMS_MS,,,13,,24.2,2.4,3,7,315.8,188.7,,0.1,0,0.8,,,215,,84.4,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,8/26/2019,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,9/9/2019,,Unnamed_SPE_LCMS_MS,,,11.9,,17.8,1.2,2.2,7,164.2,90.8,,0.1,0,0,,,113.1,,58.6,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,9/16/2019,,Unnamed_SPE_LCMS_MS,,,13.9,,26.2,1.9,3,8.1,326.8,187,,0.1,0,0.7,,,212.8,,74.7,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,9/23/2019,,Unnamed_SPE_LCMS_MS,,,15.1,,24.5,2.3,3.3,9,174.3,87.3,,0.1,0.1,1.6,,,108.7,,65.9,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,9/30/2019,,Unnamed_SPE_LCMS_MS,,,20.1,,26.6,3,4.2,10.6,100.6,29.4,,0.2,0,0.3,,,51.2,,44.6,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,10/7/2019,,Unnamed_SPE_LCMS_MS,,,18,,25.5,2.6,3.6,10.5,139.1,44.2,,0.2,0,6,,,71.5,,45.9,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,10/14/2019,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,29.2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,10/21/2019,,Unnamed_SPE_LCMS_MS,,,23.1,,24.7,4.1,5.1,11.9,69.3,23.9,,1.6,1.7,0,,,50.9,,2.4,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,10/28/2019,,Unnamed_SPE_LCMS_MS,,,8.1,,11.2,1.5,1.2,3.8,25.1,9.3,,0,0,0.3,,,19.8,,10.6,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,11/4/2019,,Unnamed_SPE_LCMS_MS,,,11.8,,7.1,1.4,1.1,2.6,25.6,9.6,,0,0,0.7,,,12.4,,8.5,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,11/11/2019,,Unnamed_SPE_LCMS_MS,,,7.6,,8.1,0.7,0.8,3.4,97.2,33.6,,0,0,1.1,,,42.4,,18.9,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,12/2/2019,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,29.2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,12/16/2019,,Unnamed_SPE_LCMS_MS,,,7.1,,5.9,0.3,0.6,2.9,9,2.7,,0,0,0.3,,,3.5,,3.5,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,1/6/2020,,Unnamed_SPE_LCMS_MS,,,10.6,,7.6,0.4,0.8,3.8,5.5,2.1,,0,0,0.4,,,2.5,,2.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,1/21/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,2/3/2020,,Unnamed_SPE_LCMS_MS,,,13.4,,12.9,0.5,0.9,4.2,16.5,9.2,,0,0.2,0.3,,,7.6,,6.7,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,2/17/2020,,Unnamed_SPE_LCMS_MS,,,8.9,,6.9,0.3,0.6,3.2,5.5,2.7,,0,0,0.4,,,2.1,,2.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,3/2/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,3/16/2020,,Unnamed_SPE_LCMS_MS,,,15.7,,14.4,1.2,1.5,4.4,52.8,103,,0,0,0.6,,,53.7,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,3/30/2020,,Unnamed_SPE_LCMS_MS,,,7.6,,7,0.3,0.6,2.8,13.6,9.6,,0.1,0,0,,,26,,5.1,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,7/5/2020,,Unnamed_SPE_LCMS_MS,,,23.8,,35.2,2.2,4.7,5.4,43.2,16.7,,0,0,0.3,,,30.7,,18.5,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,7/12/2020,,Unnamed_SPE_LCMS_MS,,,21.6,,49.8,3.7,8,6.1,63.5,20.5,,0,0,0.7,,,47.8,,23.3,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,7/20/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,7/27/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,8/2/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,8/10/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,8/17/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,8/24/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,8/31/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,9/7/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,9/14/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,9/21/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,9/28/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,10/4/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,1/20/2020,,Unnamed_SPE_LCMS_MS,,,11.7,,10.6,0.5,0.8,4.2,22.3,12.9,,0,0.2,0.8,,,10.2,,8.8,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,4/14/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,4/27/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,5/3/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,5/11/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,5/18/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,5/25/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,6/1/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,6/8/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,6/14/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,6/22/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,H4,Surface Water,35.73153,-79.105819,,6/29/2020,,Unnamed_SPE_LCMS_MS,,,22.3,,24.2,3.4,4.3,3.7,20.6,9.3,,0,0,0.2,,,17.7,,9.1,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,J1,Surface Water,35.732468,-79.018736,,6/10/2019,,Unnamed_SPE_LCMS_MS,,,8,,5.2,0.6,0.7,1.7,11.8,7.1,,0.1,0,11.1,,,7.8,,6.4,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,J1,Surface Water,35.732468,-79.018736,,6/17/2019,,Unnamed_SPE_LCMS_MS,,,0,,6.8,0,0,0,22.8,12.3,,0,0,0,,,11.1,,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,J1,Surface Water,35.732468,-79.018736,,6/24/2019,,Unnamed_SPE_LCMS_MS,,,6.4,,5.5,0.9,1.1,2.2,12.9,6.5,,0.6,0.5,0.8,,,8.2,,8.1,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,J1,Surface Water,35.732468,-79.018736,,7/1/2019,,Unnamed_SPE_LCMS_MS,,,7.6,,6.5,1.1,1.3,2.8,17.4,9.8,,0.6,0.5,0.9,,,8.7,,9.6,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,J1,Surface Water,35.732468,-79.018736,,7/8/2019,,Unnamed_SPE_LCMS_MS,,,8.7,,7.6,0.7,1.1,2.5,21.9,14.5,,0.2,0,0.3,,,12.7,,11.1,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,J1,Surface Water,35.732468,-79.018736,,7/15/2019,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,J1,Surface Water,35.732468,-79.018736,,8/12/2019,,Unnamed_SPE_LCMS_MS,,,5.5,,6,0.6,0.9,2.3,15,9.3,,0.2,0,0.1,,,9.1,,9.2,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,J1,Surface Water,35.732468,-79.018736,,8/19/2019,,Unnamed_SPE_LCMS_MS,,,4.5,,5.6,0.5,0.8,1.9,15.4,9.5,,0.2,0,0.1,,,9.1,,9.3,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,J1,Surface Water,35.732468,-79.018736,,8/26/2019,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,J1,Surface Water,35.732468,-79.018736,,9/9/2019,,Unnamed_SPE_LCMS_MS,,,6.4,,7.2,0.6,1.1,2.3,19.1,13,,0.2,0,0,,,11,,10.9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,J1,Surface Water,35.732468,-79.018736,,9/16/2019,,Unnamed_SPE_LCMS_MS,,,5.4,,7,0.5,0.9,2.3,18.4,13.8,,0.2,0,0,,,10.9,,11.3,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,J1,Surface Water,35.732468,-79.018736,,9/23/2019,,Unnamed_SPE_LCMS_MS,,,6.2,,7.5,0.9,1.1,2.4,20.5,16.4,,0.2,0,0,,,12.3,,12.1,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,J1,Surface Water,35.732468,-79.018736,,9/30/2019,,Unnamed_SPE_LCMS_MS,,,9.4,,9,1.5,1.6,2.5,23.7,15.1,,0.2,0,0,,,11.3,,12.9,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,J1,Surface Water,35.732468,-79.018736,,10/7/2019,,Unnamed_SPE_LCMS_MS,,,8.2,,8,1,1.1,2.5,22.8,15.8,,0.2,0,0,,,11.4,,12.5,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,J1,Surface Water,35.732468,-79.018736,,10/14/2019,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,17.3,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,J1,Surface Water,35.732468,-79.018736,,10/21/2019,,Unnamed_SPE_LCMS_MS,,,15,,12.5,3.1,1.4,4.2,32.5,21.4,,0,0.4,0,,,22.5,,17.3,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,J1,Surface Water,35.732468,-79.018736,,10/28/2019,,Unnamed_SPE_LCMS_MS,,,5.7,,7.9,0.9,1,2,17.8,11.7,,0.2,0,0,,,10.8,,11.2,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,J1,Surface Water,35.732468,-79.018736,,11/4/2019,,Unnamed_SPE_LCMS_MS,,,5.7,,7.2,0.7,1,2.1,21.3,11.6,,0,0,0,,,12.8,,11.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,J1,Surface Water,35.732468,-79.018736,,11/11/2019,,Unnamed_SPE_LCMS_MS,,,6,,7.6,1,0.9,2.1,22.2,12.9,,0.1,0,0,,,13.7,,8.2,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,J1,Surface Water,35.732468,-79.018736,,12/2/2019,,Unnamed_SPE_LCMS_MS,,,6.4,,8.1,0.7,1.1,2.4,26,14.1,,0,0,0.1,,,12.4,,12.2,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,J1,Surface Water,35.732468,-79.018736,,12/16/2019,,Unnamed_SPE_LCMS_MS,,,10.1,,8.5,1.2,1.3,3.1,29,14.2,,0,0,0.1,,,14.4,,12.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
