Article (Author et al YYYY),Sample Name,Sample Type,Latitude (Decimal),Longitude (Decimal),Sample Date (MM/DD/YYY),Sample Time,Analysis Method,PFOS,PFOA,FBSA,PFDA,PFNA,PFHxS,PFHxA,PFHpA,PFHpS,GenX,4:2 FTS,6:2 FTS,8:2 FTS,10:2 FTS,3:3 FTCA,5:3 FTCA,7:3 FTCA,PFPA,PFPeA,PFPeS,PFBS,PFBA,PFMOPrA,PFMOBA,PFMOAA,PFO2HxA,PFO3OA,PFO4DA,PFESA BP 1,PFESA BP 2,PFDoS,PFUnDA,FOSAA,N-MeFOSE,NMeFOSAA,NMeFOSA,N-EtFOSE,NEtFOSAA,N-EtFOSA,PFDS,PFTeDA,PFHxDA,PFNS,PFTrDA,PFDoA,PFOSA,9-Cl-PF3ONS,11-Cl-PF3OUdS,PFECA-G,ADONA,PFEESA,NFDHA,PFMBA,PFODA
NH_DES,198400055SWC,Surface Water,44.4961,-71.1892,4/23/2024,,Undisclosed,1450000,226000,,,43300,10600,77200,132000,0,,,,,,,,,,68400,,3560,28700,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198400055SWC,Surface Water,44.4961,-71.1892,11/16/2020,,Undisclosed,74.5,82.2,,,19.1,5.06,54.7,65.5,0,,,,,,,,,,54.6,,0,21.9,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198400055SWC,Surface Water,44.4961,-71.1892,10/22/2019,,Undisclosed,113,57.9,,,17,6.05,28.4,33.9,0,,,,,,,,,,20.1,,0,8.89,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198400055SWC,Surface Water,44.4961,-71.1892,4/25/2018,,Undisclosed,368,374,,,89.3,21.8,145,219,0,,,,,,,,,,113,,7.8,67.6,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198400055SWD,Surface Water,44.4957,-71.1902,11/18/2025,,Undisclosed,207,544,,4.17,53,25.1,158,190,4.74,0,0,0,0,,0,0,0,,105,7.23,8.7,51,,,,,,,,,0,0,,0,0,0,0,23.1,0,0,0,,0,0,0,8.5,,,,0,0,0,0,
NH_DES,198400055SWD,Surface Water,44.4957,-71.1902,4/23/2024,,Undisclosed,286000,370000,,,61500,24800,120000,163000,0,,,,,,,,,,105000,,5270,41200,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198400055SWD,Surface Water,44.4957,-71.1902,11/16/2020,,Undisclosed,134,286,,,36.8,16.9,127,135,0,,,,,,,,,,112,,7.01,47.6,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198400055SWD,Surface Water,44.4957,-71.1902,10/22/2019,,Undisclosed,37.3,73.8,,,10.9,5.89,27.9,37.6,0,,,,,,,,,,20.4,,0,8.99,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198400055SWD,Surface Water,44.4957,-71.1902,4/25/2018,,Undisclosed,652,773,,,95.8,41.9,226,266,0,,,,,,,,,,230,,15.9,107,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,MOT_SW-100,Surface Water,42.991925,-71.173998,10/29/2021,,Undisclosed,2.99,8.23,,0,0,0,2.75,1.99,0,0,0,0,0,0,,,,,2.25,0,3.28,2.59,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0
NH_DES,MOT_SW-100,Surface Water,42.991925,-71.173998,10/25/2019,,Undisclosed,2.12,5.01,,0,0,0,0,0,0,0,,0,0,0,,,,,0,0,2.47,2.09,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0
NH_DES,198405024SW7,Surface Water,42.76289,-71.23295,4/23/2019,,Undisclosed,17,19,,0,2,6,11,6.2,0,,,0,0,,,,,,12,0,4,9.2,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,,,,,
NH_DES,199507007SW1,Surface Water,43.0234,-70.9163,11/12/2019,,Undisclosed,0,2.5,,0,0,3.4,2.3,0,0,,,0,,,,,,,7.8,,0,0,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,,,,,
NH_DES,202004008SW1376,Surface Water,42.946035,-71.470651,1/10/2020,,Undisclosed,2.09,23.7,,0,1.82,2.1,10.1,5.21,0,0,,0,0,0,,,,,9.38,0,2.77,4.68,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0
NH_DES,202004008SW1385,Surface Water,42.948232,-71.471619,1/17/2020,,Undisclosed,4.68,7.23,,0,0,0,3.51,2.32,0,0,,0,0,0,,,,,4.4,0,0,4.43,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0
NH_DES,202004008SW1389,Surface Water,42.949418,-71.471786,1/17/2020,,Undisclosed,3.65,20.1,,0,0,2.62,5.76,4.12,0,0,,0,0,0,,,,,5.98,0,2.8,7.18,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0
NH_DES,202004008SW1349,Surface Water,42.938456,-71.468882,1/10/2020,,Undisclosed,0,24.8,,0,0,0,0,2.22,0,0,,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0
NH_DES,202004008SW1372,Surface Water,42.94466,-71.469886,1/10/2020,,Undisclosed,6.47,10.2,,0,0,0,2.84,1.87,0,0,,0,0,0,,,,,2.37,0,2.49,2.12,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0
NH_DES,198400087SW4,Surface Water,43.24206,-72.424553,4/26/2024,,Undisclosed,0,0,,,0,0,0,0,0,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198400087SW4,Surface Water,43.24206,-72.424553,4/28/2023,,Undisclosed,3.12,0,,,0,0,0,0,0,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198400087SW4,Surface Water,43.24206,-72.424553,4/1/2022,,Undisclosed,0,0,,,0,0,0,0,0,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198400087SW4,Surface Water,43.24206,-72.424553,4/3/2020,,Undisclosed,0,0,,,0,0,0,0,0,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198901021SW1,Surface Water,43.314,-71.6403,4/24/2025,,Undisclosed,0,0,,,0,0,0,0,0,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198901021SW1,Surface Water,43.314,-71.6403,4/23/2024,,Undisclosed,0,0,,,0,0,0,0,0,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198901021SW1,Surface Water,43.314,-71.6403,4/18/2023,,Undisclosed,0,0,,,0,0,0,0,0,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198901021SW1,Surface Water,43.314,-71.6403,4/27/2022,,Undisclosed,0,0,,,0,0,0,0,0,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198901021SW1,Surface Water,43.314,-71.6403,4/20/2021,,Undisclosed,0,0,,,0,0,0,0,0,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198901021SW1,Surface Water,43.314,-71.6403,4/6/2020,,Undisclosed,0,0,,,0,0,0,0,0,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198405030SW3,Surface Water,42.820515,-71.195763,4/15/2020,,Undisclosed,0,0,,,0,0,0,0,0,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198405030SW2,Surface Water,42.816879,-71.19689,4/15/2020,,Undisclosed,0,0,,,0,0,0,0,0,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198901008SG2,Surface Water,43.32386,-71.31417,4/17/2025,,Undisclosed,25.4,23.3,,0,0,7,4.08,4.12,0,0,0,0,0,,,,,,3.73,0,0,4.05,,,,,,,,,,0,,,0,0,,0,,0,0,,0,0,0,0,,,,0,,,,
NH_DES,198901008SG2,Surface Water,43.32386,-71.31417,4/19/2024,,Undisclosed,36,22.3,,0,5.9,4.27,14.3,7.83,0,0,0,0,0,,,,,,13.9,0,5.95,8.56,,,,,,,,,,0,,,0,0,,0,,0,0,,0,0,0,0,,,,0,,,,
NH_DES,198901008SG2,Surface Water,43.32386,-71.31417,4/6/2023,,Undisclosed,22.3,12.9,,1.02,6.89,2.83,7.87,4.28,0,,1.8,0,0,,,,,,7.09,0,2.78,6.32,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,,,,,
NH_DES,198901008SG2,Surface Water,43.32386,-71.31417,4/5/2022,,Undisclosed,26.4,14.2,,0.457,1.22,4.9,3.7,3.19,0,,0,0,0,,,,,,3.72,1.07,1.29,2.72,,,,,,,,,,0,,,0,,,1.99,,0,0,,0,0,0,0,,,,,,,,
NH_DES,198901008SG2,Surface Water,43.32386,-71.31417,4/27/2021,,Undisclosed,25,14.1,,0,0,4.13,4.39,3.42,0,,,0,0,,,,,,4.59,0,0,7.19,,,,,,,,,,0,,,0,,,2.19,,0,0,,0,0,0,0,,,,,,,,
NH_DES,MTBE_6459,Surface Water,43.338373,-71.548362,11/15/2019,,Undisclosed,0,181,,,0,0,299,0,0,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,MTBE_6459,Surface Water,43.338373,-71.548362,11/14/2018,,Undisclosed,975,56,,,0,683,98,13,0,,,,,,,,,,0,,48,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,MTBE_6460,Surface Water,43.33827,-71.547954,11/15/2019,,Undisclosed,0,0,,,0,0,0,0,0,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,MTBE_6460,Surface Water,43.33827,-71.547954,11/14/2018,,Undisclosed,0,2,,,0,0,0,0,0,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,NH0000744_I,Surface Water,44.307113,-71.54717,6/12/2020,,Undisclosed,0,0,,0,0,0,0,0,0,,,1.2,0,,,,,,0,0,0,0,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,,,,,
NH_DES,NH0000710_I,Surface Water,43.475668,-71.179005,6/11/2020,,Undisclosed,0,0,,0,0,0,0,0,0,,,0,0,,,,,,0,0,0,0,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,,,,,
NH_DES,NH0000710_E,Surface Water,43.471217,-71.180393,6/11/2020,,Undisclosed,0,0,,0,0,0,0,0,0,,,0,0,,,,,,0,0,0,0.94,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,,,,,
NH_DES,NH0000621_I,Surface Water,44.496956,-71.360913,6/10/2020,,Undisclosed,0,0,,0,0,0,0,0,0,,,0,0,,,,,,0,0,0,0,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,,,,,
NH_DES,NH0000621_E,Surface Water,44.49775,-71.357534,6/10/2020,,Undisclosed,0,0,,0,0,0,0,0,0,,,0,0,,,,,,0.56,0,0,1,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,0,,,,,,,,
NH_DES,198706016RPOND,Surface Water,44.460021,-71.152212,11/17/2020,,Undisclosed,6.58,7.93,,,0,0,12,0,0,,,,,,,,,,9.87,,0,7.35,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198706016RPOND,Surface Water,44.460021,-71.152212,5/12/2020,,Undisclosed,5.16,6.04,,0,0,0,7.59,0,0,,,0,0,,,,,,0,0,0,0,,,,,,,,,,0,,,0,0,,0,,0,0,,0,0,0,0,,,,,,,,
NH_DES,198403083BRIDLE,Surface Water,42.885808,-71.536906,6/2/2020,,Undisclosed,4.68,8.05,,0,0,0,2.51,1.76,0,0,,0,0,0,,,,,2.3,0,0,6.14,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0
NH_DES,198403083BRIDLE,Surface Water,42.885808,-71.536906,11/7/2019,,Undisclosed,2.36,6.36,,0,0,0,2.6,0,0,0,,0,0,0,,,,,2.01,0,0,10.4,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0
NH_DES,198403083BEALS,Surface Water,42.897976,-71.555151,6/2/2020,,Undisclosed,3.16,6.84,,0,0,0,2.37,0,0,0,,0,0,0,,,,,2.34,0,0,5.93,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0
NH_DES,198403083BEALS,Surface Water,42.897976,-71.555151,11/7/2019,,Undisclosed,0,5.32,,0,0,0,2.15,0,0,0,,0,0,0,,,,,0,0,0,9.94,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0
NH_DES,198403083BEAN,Surface Water,42.889369,-71.545538,6/2/2020,,Undisclosed,8.1,11.4,,0,0,0,3.25,2.22,0,0,,0,0,0,,,,,2.82,0,1.78,7.13,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0
NH_DES,198403083BEAN,Surface Water,42.889369,-71.545538,11/7/2019,,Undisclosed,2.29,7.5,,0,0,0,2.83,0,0,0,,0,0,0,,,,,1.96,0,0,8.62,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,0
NH_DES,198402023SW-3,Surface Water,42.9266,-70.8251,11/13/2023,,Undisclosed,33.9,3.15,,,0,0,0,0,0,,,,,,,,,,0,,0,2.95,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198402023SW-3,Surface Water,42.9266,-70.8251,5/16/2023,,Undisclosed,69.6,14.8,,,4.07,2.69,3.74,3.84,0,,,,,,,,,,2.83,,0,6.46,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198402023SW-3,Surface Water,42.9266,-70.8251,11/3/2022,,Undisclosed,26.8,7.39,,,0,2.96,0,2.27,0,,,,,,,,,,2.11,,2.09,4.11,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198402023SW-3,Surface Water,42.9266,-70.8251,5/31/2022,,Undisclosed,33.8,15,,,0,3.24,5.74,4.33,0,,,,,,,,,,2.99,,0,5.21,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198402023SW-3,Surface Water,42.9266,-70.8251,11/3/2021,,Undisclosed,34.1,7.34,,,0,2.12,0,2.18,0,,,,,,,,,,0,,0,5.29,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198402023SW-3,Surface Water,42.9266,-70.8251,5/28/2021,,Undisclosed,37,13.5,,,0,0,4.51,0,0,,,,,,,,,,0,,0,4.27,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198402023SW-3,Surface Water,42.9266,-70.8251,11/10/2020,,Undisclosed,35.3,5.81,,,0,0,0,0,0,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198402023SW-3,Surface Water,42.9266,-70.8251,5/12/2020,,Undisclosed,49.3,13.9,,,0,0,4.97,0,0,,,,,,,,,,0,,0,4.69,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198402023SW-6,Surface Water,42.926,-70.8238,11/3/2021,,Undisclosed,32.9,14.6,,,3.41,2.33,3.9,3.78,0,,,,,,,,,,2.02,,0,7.71,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198402023SW-6,Surface Water,42.926,-70.8238,5/12/2020,,Undisclosed,38.6,15.2,,,0,0,4.97,0,0,,,,,,,,,,0,,0,8.06,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198402023CULV,Surface Water,42.9258,-70.8266,5/16/2023,,Undisclosed,34.6,20.9,,,2.16,5.5,5.91,4.97,0,,,,,,,,,,4.88,,3.04,9.69,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198402023CULV,Surface Water,42.9258,-70.8266,5/12/2020,,Undisclosed,22.9,15.3,,,0,0,5.11,0,0,,,,,,,,,,0,,0,6.28,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,199004008ST-1C,Surface Water,42.8596,-71.346,11/2/2023,,Undisclosed,8.5,12,,,0,2.1,4.5,3.3,0,,,,,,,,,,5.8,,3.7,3.3,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,199004008ST-1C,Surface Water,42.8596,-71.346,5/4/2023,,Undisclosed,8.3,10,,,0,2.7,3.1,2.7,0,,,,,,,,,,5.6,,2.8,2.2,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,199004008ST-1C,Surface Water,42.8596,-71.346,11/3/2022,,Undisclosed,8.2,11,,,0,0,4.6,2.5,0,,,,,,,,,,5.1,,4.3,3.8,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,199004008ST-1C,Surface Water,42.8596,-71.346,5/6/2022,,Undisclosed,8.2,9.9,,,0,2.7,3.4,2.5,0,,,,,,,,,,3.4,,2.7,2.1,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,199004008ST-1C,Surface Water,42.8596,-71.346,11/10/2021,,Undisclosed,6.86,10.2,,,0,2.15,4.38,2.91,0,,,,,,,,,,4.58,,3.77,2.95,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,199004008ST-1C,Surface Water,42.8596,-71.346,6/1/2021,,Undisclosed,7.34,10.6,,0,0,0,5.3,2.82,0,0,0,0,0,0,,,,,5.06,0,3.09,2.93,,,,,,,,,0,0,,,0,,,0,,0,0,0,0,0,0,,,,,0,,,,0
NH_DES,199004008ST-1C,Surface Water,42.8596,-71.346,12/4/2020,,Undisclosed,4.63,7.18,,,0,0,3.37,1.85,0,,,,,,,,,,3.27,,3.59,2.04,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,199004008ST-1C,Surface Water,42.8596,-71.346,7/6/2020,,Undisclosed,14.5,19.9,,,0,2.21,9.41,4.67,0,,,,,,,,,,10.7,,4.82,5.66,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,199004008ST-1C,Surface Water,42.8596,-71.346,10/30/2019,,Undisclosed,6.78,13.6,,,0,0,9.7,4.23,0,,,,,,,,,,9.24,,4.25,4.4,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,199004008SW-1,Surface Water,42.8537,-71.3482,5/6/2022,,Undisclosed,14,16,,,0,2.5,6,3.8,0,,,,,,,,,,6.6,,3,3.2,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,199004008SW-1,Surface Water,42.8537,-71.3482,12/4/2020,,Undisclosed,15,13.2,,,0,2.08,6.34,3.51,0,,,,,,,,,,6.33,,4.09,3.5,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,199004008SW-1,Surface Water,42.8537,-71.3482,7/2/2020,,Undisclosed,22.6,25.3,,,2.22,2.92,14.8,7.07,0,,,,,,,,,,17.8,,6.05,7.86,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,199004008SW-1,Surface Water,42.8537,-71.3482,11/5/2019,,Undisclosed,10.1,18.2,,,0,0,12.5,5.29,0,,,,,,,,,,12,,4.39,4.87,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198704017SW2,Surface Water,43.8402,-71.2684,10/16/2020,,Undisclosed,0,0,,,0,0,0,0,0,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198907059RIVER,Surface Water,43.194991,-70.872241,10/28/2020,,Undisclosed,4.79,6.28,,1.03,1.77,0.958,9.86,2.7,0,,,0,0,,,,,,9.61,0,1.95,4.12,,,,,,,,,,0,,,0,0,,0,,0,0,,0,0,0,0,,,,,,,,
NH_DES,MTBE_5378,Surface Water,42.914125,-72.033173,4/29/2020,,Undisclosed,0.43,0.62,,,0.48,0.39,0.49,0.52,0,,,,,,,,,,0.93,,0.49,1.8,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,MTBE_5404,Surface Water,42.964912,-71.003212,11/12/2018,,Undisclosed,0,0,,,0,0,0,0,0,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,199009001SW06,Surface Water,42.975307,-72.33969,11/20/2019,,Undisclosed,96.9,14.8,,,1.24,2.74,4.68,3.6,0,,,,,,,,,,3.55,,4,6.65,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,199009001SW04,Surface Water,42.976006,-72.343026,11/2/2020,,Undisclosed,114,19.9,,,1.1,4.6,7.5,5.6,0,,,,,,,,,,5.8,,1.2,9.2,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,199009001SW04,Surface Water,42.976006,-72.343026,11/20/2019,,Undisclosed,106,15.6,,,1.21,2.97,4.88,3.98,0,,,,,,,,,,3.88,,4,7.25,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,199009001SW07,Surface Water,42.968886,-72.334667,11/2/2020,,Undisclosed,35.9,7.3,,,1.8,1.8,3.2,2.2,0,,,,,,,,,,2.6,,1.2,4.7,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,199009001SW08,Surface Water,42.969663,-72.335192,11/2/2020,,Undisclosed,38.9,7.2,,,1.8,1.5,2.9,2.1,0,,,,,,,,,,2.4,,1.5,4.6,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,199009001SW08,Surface Water,42.969663,-72.335192,11/20/2019,,Undisclosed,32.5,5.39,,,4,4,1.91,1.44,0,,,,,,,,,,1.71,,4,3.38,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198704045SG2,Surface Water,44.307769,-71.789058,11/14/2025,,Undisclosed,0,0,,0,0,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,,,0,,,0,,0,0,0,0,0,0,0,,,,,,,,0
NH_DES,198704045SG2,Surface Water,44.307769,-71.789058,5/30/2024,,Undisclosed,0,2.2,,0,0,0,0,0,0,,,0,0,,,,,,0,,0,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
NH_DES,198704045SG2,Surface Water,44.307769,-71.789058,12/2/2019,,Undisclosed,0,,,,,0,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198704045SG2,Surface Water,44.307769,-71.789058,12/2/2019,,Undisclosed,0,,,,,0,,,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198704045SG2,Surface Water,44.307769,-71.789058,12/2/2019,,Undisclosed,0,,,,,0,,,0,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198704045SG2,Surface Water,44.307769,-71.789058,12/2/2019,,Undisclosed,0,,,,,0,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198704045SG2,Surface Water,44.307769,-71.789058,12/2/2019,,Undisclosed,0,,,,,0,0,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198704045SG2,Surface Water,44.307769,-71.789058,12/2/2019,,Undisclosed,0,,,,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198704045SG2,Surface Water,44.307769,-71.789058,12/2/2019,,Undisclosed,0,,,,,0,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198704045SG2,Surface Water,44.307769,-71.789058,12/2/2019,,Undisclosed,0,0,,,,0,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198704045SG2,Surface Water,44.307769,-71.789058,12/2/2019,,Undisclosed,0,,,,0,0,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198704045SG5,Surface Water,44.304742,-71.794744,11/14/2025,,Undisclosed,0,0,,0,0,0,0,0,0,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,,,0,,,0,,0,0,0,0,0,0,0,,,,,,,,0
NH_DES,198704045SG5,Surface Water,44.304742,-71.794744,5/30/2024,,Undisclosed,0,0,,0,0,0,0,0,0,,,0,0,,,,,,0,,0,0,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2.16,,,,,,,,
NH_DES,198704045SG5,Surface Water,44.304742,-71.794744,12/2/2019,,Undisclosed,0,,,,,0,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198704045SG5,Surface Water,44.304742,-71.794744,12/2/2019,,Undisclosed,0,0,,,,0,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198704045SG5,Surface Water,44.304742,-71.794744,12/2/2019,,Undisclosed,0,,,,0,0,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198704045SG5,Surface Water,44.304742,-71.794744,12/2/2019,,Undisclosed,0,,,,,0,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198704045SG5,Surface Water,44.304742,-71.794744,12/2/2019,,Undisclosed,0,,,,,0,,,0,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198704045SG5,Surface Water,44.304742,-71.794744,12/2/2019,,Undisclosed,0,,,,,0,,,0,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198704045SG5,Surface Water,44.304742,-71.794744,12/2/2019,,Undisclosed,0,,,,,0,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198704045SG5,Surface Water,44.304742,-71.794744,12/2/2019,,Undisclosed,0,,,,,0,0,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198704045SG5,Surface Water,44.304742,-71.794744,12/2/2019,,Undisclosed,0,,,,,0,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,
NH_DES,198401044SW4,Surface Water,43.1764,-70.8967,12/29/2020,,Undisclosed,0,0,,0,0,0,0,0,0,,,,,,,,,,0,,0,0,,,,,,,,,,0,,,0,,,0,,0,0,,0,0,0,,,,,,,,,
